"Date and Time","snr","rssi"
"06/05/2023 04:02:36 pm","3.5",""
"06/05/2023 04:02:36 pm","","-111"
"06/05/2023 04:02:25 pm","0.5",""
"06/05/2023 04:02:25 pm","","-107"
"06/05/2023 04:02:03 pm","1.5",""
"06/05/2023 04:02:03 pm","","-111"
"06/05/2023 04:01:08 pm","1.5","-115"
"06/05/2023 04:00:24 pm","3.5",""
"06/05/2023 04:00:24 pm","","-109"
"06/05/2023 04:00:13 pm","",""
"06/05/2023 04:00:13 pm","","-113"
"06/05/2023 04:00:02 pm","5.8","-103"
"06/05/2023 03:59:51 pm","-3.8","-101"
"06/05/2023 03:59:40 pm","-6.8","-91"
"06/05/2023 03:58:34 pm","-2.2","-113"
"06/05/2023 03:58:23 pm","-5.5",""
"06/05/2023 03:58:23 pm","","-114"
"06/05/2023 03:58:12 pm","-2.5","-109"
"06/05/2023 03:58:01 pm","-1.8","-115"
"06/05/2023 03:57:39 pm","-2",""
"06/05/2023 03:57:39 pm","","-115"
"06/05/2023 03:57:29 pm","5.2","-108"
"06/05/2023 03:57:18 pm","1.8","-108"
"06/05/2023 03:57:07 pm","-10.5",""
"06/05/2023 03:57:07 pm","","-108"
"06/05/2023 03:56:45 pm","-5.8",""
"06/05/2023 03:56:45 pm","","-95"
"06/05/2023 03:51:26 pm","8.8","-99"
"06/05/2023 03:51:15 pm","5.8",""
"06/05/2023 03:51:15 pm","","-102"
"06/05/2023 03:51:04 pm","7.5","-103"
"06/05/2023 03:50:42 pm","7.5",""
"06/05/2023 03:50:42 pm","","-100"
"06/05/2023 03:50:31 pm","9.5",""
"06/05/2023 03:50:31 pm","","-96"
"06/05/2023 03:50:20 pm","8.5","-99"
"06/05/2023 03:49:58 pm","5.8",""
"06/05/2023 03:49:58 pm","","-101"
"06/05/2023 03:49:47 pm","2.8",""
"06/05/2023 03:49:47 pm","","-100"
"06/05/2023 03:49:36 pm","5.8","-101"
"06/05/2023 03:49:14 pm","6","-100"
"06/05/2023 03:48:52 pm","8.8","-97"
"06/05/2023 03:48:30 pm","6.5","-97"
"06/05/2023 03:48:19 pm","8.8","-96"
"06/05/2023 03:48:08 pm","-0.8","-101"
"06/05/2023 03:47:57 pm","8","-99"
"06/05/2023 03:47:46 pm","8","-97"
"06/05/2023 03:47:35 pm","8",""
"06/05/2023 03:47:35 pm","","-99"
"06/05/2023 03:47:24 pm","6.2","-89"
"06/05/2023 03:47:13 pm","8.5","-98"
"06/05/2023 03:46:40 pm","4.8","-100"
"06/05/2023 03:46:18 pm","8","-97"
"06/05/2023 03:46:07 pm","4.2","-94"
"06/05/2023 03:45:56 pm","6.5","-107"
"06/05/2023 03:45:45 pm","10.2",""
"06/05/2023 03:45:45 pm","","-103"
"06/05/2023 03:45:34 pm","4.8",""
"06/05/2023 03:45:34 pm","","-105"
"06/05/2023 03:45:24 pm","6.8","-98"
"06/05/2023 03:37:17 pm","5.2","-105"
"06/05/2023 03:37:06 pm","4",""
"06/05/2023 03:37:06 pm","","-107"
"06/05/2023 03:36:22 pm","2.2","-105"
"06/05/2023 03:36:11 pm","-2.8",""
"06/05/2023 03:36:11 pm","","-108"
"06/05/2023 03:35:48 pm","7.8",""
"06/05/2023 03:35:48 pm","","-105"
"06/05/2023 03:35:26 pm","7.5","-103"
"06/05/2023 03:35:15 pm","2.2","-113"
"06/05/2023 03:34:53 pm","5.8","-102"
"06/05/2023 03:34:42 pm","-2",""
"06/05/2023 03:34:42 pm","","-106"
"06/05/2023 03:34:21 pm","9.5",""
"06/05/2023 03:34:21 pm","","-102"
"06/05/2023 03:34:10 pm","3","-95"
"06/05/2023 03:34:00 pm","1.5","-103"
"06/02/2023 05:35:36 pm","9",""
"06/02/2023 05:35:36 pm","","-83"
"06/02/2023 05:35:25 pm","4","-83"
"06/02/2023 05:35:14 pm","8.2","-87"
"06/02/2023 05:35:03 pm","9","-91"
"06/02/2023 05:34:52 pm","8.5",""
"06/02/2023 05:34:52 pm","","-91"
"06/02/2023 05:34:41 pm","-3","-90"
"06/02/2023 05:34:30 pm","6.2",""
"06/02/2023 05:34:30 pm","","-77"
"06/02/2023 05:34:19 pm","7",""
"06/02/2023 05:34:19 pm","","-81"
"06/02/2023 05:33:46 pm","9.5",""
"06/02/2023 05:33:46 pm","","-91"
"06/02/2023 05:33:35 pm","9.2",""
"06/02/2023 05:33:35 pm","","-85"
"06/02/2023 05:33:24 pm","9","-96"
"06/02/2023 05:33:13 pm","7.8","-82"
"06/02/2023 05:33:02 pm","7.8",""
"06/02/2023 05:33:02 pm","","-79"
"06/02/2023 05:32:51 pm","13","-83"
"06/02/2023 05:32:40 pm","3.2","-91"
"06/02/2023 05:32:31 pm","7.2",""
"06/02/2023 05:32:31 pm","","-79"
"06/02/2023 05:23:46 pm","8.8","-80"
"06/02/2023 05:23:34 pm","9.2",""
"06/02/2023 05:23:34 pm","","-79"
"06/02/2023 05:23:01 pm","9","-79"
"06/02/2023 05:22:51 pm","7","-79"
"06/02/2023 05:22:39 pm","6.8","-78"
"06/02/2023 05:22:28 pm","9.5",""
"06/02/2023 05:22:28 pm","","-81"
"06/02/2023 05:22:17 pm","8.5",""
"06/02/2023 05:22:17 pm","","-78"
"06/02/2023 05:22:06 pm","10",""
"06/02/2023 05:22:06 pm","","-84"
"06/02/2023 05:21:44 pm","7.5",""
"06/02/2023 05:21:44 pm","","-79"
"06/02/2023 05:21:34 pm","10.2",""
"06/02/2023 05:21:34 pm","","-81"
"06/02/2023 05:21:22 pm","10","-81"
"06/02/2023 05:21:11 pm","10","-81"
"06/02/2023 05:20:49 pm","8.8","-78"
"06/02/2023 05:20:38 pm","7.2","-79"
"06/02/2023 05:20:16 pm","9.2","-83"
"06/02/2023 05:20:05 pm","9.2","-79"
"06/02/2023 05:19:54 pm","7.2","-84"
"06/02/2023 05:19:43 pm","3.5","-81"
"06/02/2023 05:19:21 pm","11.5",""
"06/02/2023 05:19:21 pm","","-75"
"06/02/2023 05:18:59 pm","7.8","-79"
"06/02/2023 05:18:48 pm","10.2","-79"
"06/02/2023 05:18:37 pm","12.2",""
"06/02/2023 05:18:37 pm","","-79"
"06/02/2023 05:18:26 pm","12",""
"06/02/2023 05:18:26 pm","","-81"
"06/02/2023 05:18:17 pm","8",""
"06/02/2023 05:18:17 pm","","-73"
"06/02/2023 05:16:36 pm","8","-65"
"06/02/2023 05:16:14 pm","10.8","-79"
"06/02/2023 05:16:03 pm","11.5",""
"06/02/2023 05:16:03 pm","","-77"
"06/02/2023 05:15:52 pm","11.5",""
"06/02/2023 05:15:52 pm","","-73"
"06/02/2023 05:15:41 pm","10.2","-70"
"06/02/2023 05:15:30 pm","12",""
"06/02/2023 05:15:30 pm","","-73"
"06/02/2023 05:15:19 pm","11.2",""
"06/02/2023 05:15:19 pm","","-72"
"06/02/2023 05:15:08 pm","9",""
"06/02/2023 05:15:08 pm","","-78"
"06/02/2023 05:14:46 pm","10.5",""
"06/02/2023 05:14:46 pm","","-69"
"06/02/2023 05:14:24 pm","9.5","-78"
"06/02/2023 05:14:13 pm","9.5",""
"06/02/2023 05:14:13 pm","","-75"
"06/02/2023 05:13:51 pm","10.8",""
"06/02/2023 05:13:51 pm","","-78"
"06/02/2023 05:13:40 pm","9.8",""
"06/02/2023 05:13:40 pm","","-68"
"06/02/2023 05:13:18 pm","8","-73"
"06/02/2023 05:13:07 pm","12","-72"
"06/02/2023 05:12:56 pm","7.5",""
"06/02/2023 05:12:56 pm","","-69"
"06/02/2023 05:12:45 pm","8.8",""
"06/02/2023 05:12:45 pm","","-72"
"06/02/2023 05:12:23 pm","11",""
"06/02/2023 05:12:23 pm","","-78"
"06/02/2023 05:12:12 pm","11.5","-72"
"06/02/2023 05:12:01 pm","9.8",""
"06/02/2023 05:12:01 pm","","-75"
"06/02/2023 05:11:50 pm","10.2","-75"
"06/02/2023 05:11:28 pm","10.5","-77"
"06/02/2023 05:11:06 pm","10.8","-70"
"06/02/2023 05:10:55 pm","10.8",""
"06/02/2023 05:10:54 pm","","-71"
"06/02/2023 05:10:43 pm","8.8",""
"06/02/2023 05:10:43 pm","","-72"
"06/02/2023 05:10:21 pm","10","-74"
"06/02/2023 05:10:10 pm","11","-73"
"06/02/2023 05:09:59 pm","12",""
"06/02/2023 05:09:59 pm","","-73"
"06/02/2023 05:09:37 pm","12.8","-75"
"06/02/2023 05:09:26 pm","10.5",""
"06/02/2023 05:09:26 pm","","-72"
"06/02/2023 05:09:15 pm","7.8",""
"06/02/2023 05:09:15 pm","","-78"
"06/02/2023 05:08:53 pm","10",""
"06/02/2023 05:08:53 pm","","-79"
"06/02/2023 05:08:42 pm","10.5",""
"06/02/2023 05:08:42 pm","","-73"
"06/02/2023 05:08:31 pm","10.5",""
"06/02/2023 05:08:31 pm","","-71"
"06/02/2023 05:08:20 pm","8.2","-75"
"06/02/2023 05:07:58 pm","10.2","-72"
"06/02/2023 05:07:47 pm","12.5",""
"06/02/2023 05:07:47 pm","","-75"
"06/02/2023 05:07:38 pm","9.8",""
"06/02/2023 05:07:38 pm","","-71"
"06/02/2023 04:59:09 pm","10","-85"
"06/02/2023 04:58:25 pm","8.5",""
"06/02/2023 04:58:25 pm","","-83"
"06/02/2023 04:58:03 pm","6.8",""
"06/02/2023 04:58:03 pm","","-89"
"06/02/2023 04:57:41 pm","9.5","-85"
"06/02/2023 04:57:26 pm","8",""
"06/02/2023 04:57:26 pm","","-89"
"06/02/2023 04:56:57 pm","9.5","-87"
"06/02/2023 04:56:35 pm","9.5",""
"06/02/2023 04:56:35 pm","","-89"
"06/02/2023 04:56:13 pm","9",""
"06/02/2023 04:56:13 pm","","-91"
"06/02/2023 04:55:58 pm","10.2",""
"06/02/2023 04:55:58 pm","","-89"
"06/02/2023 04:55:29 pm","8.8",""
"06/02/2023 04:55:29 pm","","-87"
"06/02/2023 04:55:14 pm","8.2",""
"06/02/2023 04:55:14 pm","","-87"
"06/02/2023 04:54:45 pm","5","-87"
"06/02/2023 04:54:23 pm","9.8","-89"
"06/02/2023 04:54:01 pm","8.8",""
"06/02/2023 04:54:01 pm","","-89"
"06/02/2023 04:53:46 pm","7",""
"06/02/2023 04:53:46 pm","","-89"
"06/02/2023 04:53:17 pm","9.8","-88"
"06/02/2023 04:52:55 pm","8.2",""
"06/02/2023 04:52:55 pm","","-85"
"06/02/2023 04:52:33 pm","7.8",""
"06/02/2023 04:52:33 pm","","-85"
"06/02/2023 04:52:18 pm","11","-87"
"06/02/2023 04:51:49 pm","9.2","-90"
"06/02/2023 04:51:27 pm","7.2",""
"06/02/2023 04:51:27 pm","","-89"
"06/02/2023 04:51:05 pm","9.2",""
"06/02/2023 04:51:05 pm","","-85"
"06/02/2023 04:50:50 pm","9.2","-93"
"06/02/2023 04:50:21 pm","9",""
"06/02/2023 04:50:21 pm","","-90"
"06/02/2023 04:49:59 pm","5","-90"
"06/02/2023 04:49:37 pm","9","-89"
"06/02/2023 04:49:15 pm","8.5",""
"06/02/2023 04:49:15 pm","","-89"
"06/02/2023 04:48:53 pm","6.8",""
"06/02/2023 04:48:53 pm","","-87"
"06/02/2023 04:48:31 pm","8.8",""
"06/02/2023 04:48:31 pm","","-85"
"06/02/2023 04:48:09 pm","9.2","-87"
"06/02/2023 04:47:47 pm","8.8",""
"06/02/2023 04:47:47 pm","","-90"
"06/02/2023 04:47:24 pm","9.8","-87"
"06/02/2023 04:47:10 pm","8.8",""
"06/02/2023 04:47:10 pm","","-89"
"06/02/2023 04:46:48 pm","7","-89"
"06/02/2023 04:46:18 pm","6.8","-86"
"06/02/2023 04:45:57 pm","6.5","-84"
"06/02/2023 04:45:49 pm","8.5",""
"06/02/2023 04:45:49 pm","","-85"
"06/02/2023 04:45:12 pm","9.2",""
"06/02/2023 04:45:12 pm","","-84"
"06/02/2023 04:44:39 pm","6.5",""
"06/02/2023 04:44:39 pm","","-89"
"06/02/2023 04:44:17 pm","8.5",""
"06/02/2023 04:44:17 pm","","-85"
"06/02/2023 04:43:56 pm","9.5",""
"06/02/2023 04:43:56 pm","","-85"
"06/02/2023 04:43:41 pm","9",""
"06/02/2023 04:43:41 pm","","-85"
"06/02/2023 04:43:19 pm","3.5","-84"
"06/02/2023 04:42:49 pm","8.8","-87"
"06/02/2023 04:42:27 pm","9.5",""
"06/02/2023 04:42:27 pm","","-85"
"06/02/2023 04:42:12 pm","9",""
"06/02/2023 04:42:12 pm","","-85"
"06/02/2023 04:41:43 pm","10",""
"06/02/2023 04:41:43 pm","","-85"
"06/02/2023 04:41:21 pm","10","-85"
"06/02/2023 04:40:59 pm","7.5",""
"06/02/2023 04:40:59 pm","","-85"
"06/02/2023 04:40:48 pm","6.5","-87"
"06/02/2023 04:40:04 pm","10.2","-89"
"06/02/2023 04:39:42 pm","11.2","-85"
"06/02/2023 04:39:20 pm","8.8","-83"
"06/02/2023 04:38:58 pm","10",""
"06/02/2023 04:38:58 pm","","-87"
"06/02/2023 04:38:36 pm","12","-87"
"06/02/2023 04:38:14 pm","4","-90"
"06/02/2023 04:37:52 pm","8.8",""
"06/02/2023 04:37:52 pm","","-95"
"06/02/2023 04:37:30 pm","9.5",""
"06/02/2023 04:37:30 pm","","-93"
"06/02/2023 04:37:08 pm","7.8",""
"06/02/2023 04:37:08 pm","","-91"
"06/02/2023 04:36:24 pm","9.8",""
"06/02/2023 04:36:24 pm","","-91"
"06/02/2023 04:36:02 pm","4.5","-89"
"06/02/2023 04:35:40 pm","8.2",""
"06/02/2023 04:35:40 pm","","-90"
"06/02/2023 04:35:25 pm","3.2",""
"06/02/2023 04:35:25 pm","","-90"
"06/02/2023 04:34:56 pm","7","-90"
"06/02/2023 04:34:34 pm","8",""
"06/02/2023 04:34:34 pm","","-87"
"06/02/2023 04:34:12 pm","2.8","-90"
"06/02/2023 04:33:50 pm","8.8",""
"06/02/2023 04:33:50 pm","","-91"
"06/02/2023 04:33:28 pm","9.2",""
"06/02/2023 04:33:28 pm","","-90"
"06/02/2023 04:33:13 pm","7",""
"06/02/2023 04:33:13 pm","","-89"
"06/02/2023 04:32:44 pm","9.5",""
"06/02/2023 04:32:44 pm","","-88"
"06/02/2023 04:32:22 pm","9.5",""
"06/02/2023 04:32:22 pm","","-91"
"06/02/2023 04:32:00 pm","4.8",""
"06/02/2023 04:32:00 pm","","-87"
"06/02/2023 04:31:38 pm","5",""
"06/02/2023 04:31:38 pm","","-91"
"06/02/2023 04:31:16 pm","8.8",""
"06/02/2023 04:31:16 pm","","-93"
"06/02/2023 04:30:54 pm","8.8","-88"
"06/02/2023 04:30:32 pm","9",""
"06/02/2023 04:30:32 pm","","-89"
"06/02/2023 04:30:10 pm","8",""
"06/02/2023 04:30:10 pm","","-89"
"06/02/2023 04:29:48 pm","7.5","-96"
"06/02/2023 04:29:33 pm","9.8",""
"06/02/2023 04:29:33 pm","","-93"
"06/02/2023 04:29:04 pm","0.8","-90"
"06/02/2023 04:28:20 pm","8.5",""
"06/02/2023 04:28:20 pm","","-93"
"06/02/2023 04:27:58 pm","9.2",""
"06/02/2023 04:27:58 pm","","-90"
"06/02/2023 04:27:36 pm","9.5",""
"06/02/2023 04:27:36 pm","","-91"
"06/02/2023 04:26:52 pm","10","-93"
"06/02/2023 04:26:37 pm","9.5","-93"
"06/02/2023 04:26:08 pm","6.8","-93"
"06/02/2023 04:25:46 pm","6","-91"
"06/02/2023 04:25:24 pm","9.2","-97"
"06/02/2023 04:25:02 pm","8.2",""
"06/02/2023 04:25:02 pm","","-95"
"06/02/2023 04:24:40 pm","8",""
"06/02/2023 04:24:40 pm","","-93"
"06/02/2023 04:24:18 pm","9.5","-91"
"06/02/2023 04:23:56 pm","8.2","-93"
"06/02/2023 04:23:41 pm","7.5",""
"06/02/2023 04:23:41 pm","","-93"
"06/02/2023 04:23:19 pm","9.8",""
"06/02/2023 04:23:19 pm","","-95"
"06/02/2023 04:22:28 pm","9.5",""
"06/02/2023 04:22:28 pm","","-96"
"06/02/2023 04:22:06 pm","7","-90"
"06/02/2023 04:21:44 pm","9",""
"06/02/2023 04:21:44 pm","","-91"
"06/02/2023 04:21:29 pm","-3.8",""
"06/02/2023 04:21:29 pm","","-93"
"06/02/2023 04:21:00 pm","9.8",""
"06/02/2023 04:21:00 pm","","-91"
"06/02/2023 04:20:45 pm","7.8",""
"06/02/2023 04:20:45 pm","","-92"
"06/02/2023 04:20:01 pm","8","-91"
"06/02/2023 04:19:32 pm","9.2","-93"
"06/02/2023 04:19:10 pm","9",""
"06/02/2023 04:19:10 pm","","-91"
"06/02/2023 04:18:48 pm","7","-91"
"06/02/2023 04:18:33 pm","8.5","-93"
"06/02/2023 04:18:04 pm","8.8","-91"
"06/02/2023 04:17:49 pm","10.2","-90"
"06/02/2023 04:17:20 pm","7.2",""
"06/02/2023 04:17:20 pm","","-90"
"06/02/2023 04:16:58 pm","8.2","-90"
"06/02/2023 04:16:36 pm","9.8","-89"
"06/02/2023 04:16:14 pm","8.5","-84"
"06/02/2023 04:15:53 pm","2.2","-84"
"06/02/2023 04:15:08 pm","9",""
"06/02/2023 04:15:08 pm","","-85"
"06/02/2023 04:14:24 pm","9.8","-89"
"06/02/2023 04:14:02 pm","-3.8",""
"06/02/2023 04:14:02 pm","","-81"
"06/02/2023 04:13:40 pm","9",""
"06/02/2023 04:13:40 pm","","-84"
"06/02/2023 04:13:25 pm","9.5","-85"
"06/02/2023 04:12:55 pm","8",""
"06/02/2023 04:12:55 pm","","-84"
"06/02/2023 04:12:33 pm","4.5","-77"
"06/02/2023 04:12:11 pm","8",""
"06/02/2023 04:12:11 pm","","-84"
"06/02/2023 04:11:57 pm","9.5","-84"
"06/02/2023 04:11:27 pm","8.8",""
"06/02/2023 04:11:27 pm","","-85"
"06/02/2023 04:11:05 pm","8.5",""
"06/02/2023 04:11:05 pm","","-83"
"06/02/2023 04:10:43 pm","8.5","-83"
"06/02/2023 04:10:21 pm","10.5",""
"06/02/2023 04:10:21 pm","","-84"
"06/02/2023 04:09:59 pm","10",""
"06/02/2023 04:09:59 pm","","-84"
"06/02/2023 04:09:37 pm","7.8",""
"06/02/2023 04:09:37 pm","","-87"
"06/02/2023 04:09:15 pm","8.5","-87"
"06/02/2023 04:08:53 pm","7.2",""
"06/02/2023 04:08:53 pm","","-85"
"06/02/2023 04:08:31 pm","9",""
"06/02/2023 04:08:31 pm","","-87"
"06/02/2023 04:08:16 pm","3.2",""
"06/02/2023 04:08:16 pm","","-84"
"06/02/2023 04:07:47 pm","8.8","-93"
"06/02/2023 04:07:10 pm","9","-91"
"06/02/2023 04:06:41 pm","5.8",""
"06/02/2023 04:06:41 pm","","-105"
"06/02/2023 04:06:19 pm","8.8","-91"
"06/02/2023 04:05:57 pm","9",""
"06/02/2023 04:05:57 pm","","-96"
"06/02/2023 04:05:42 pm","8.8",""
"06/02/2023 04:05:42 pm","","-97"
"06/02/2023 04:05:20 pm","6.5","-91"
"06/02/2023 04:04:36 pm","3.2","-88"
"06/02/2023 04:04:07 pm","8",""
"06/02/2023 04:04:07 pm","","-85"
"06/02/2023 04:03:45 pm","9.2","-85"
"06/02/2023 04:03:23 pm","10.2","-85"
"06/02/2023 04:03:08 pm","8.5",""
"06/02/2023 04:03:08 pm","","-84"
"06/02/2023 04:02:39 pm","7.8","-85"
"06/02/2023 04:02:28 pm","10.8",""
"06/02/2023 04:02:28 pm","","-87"
"06/02/2023 04:02:06 pm","9",""
"06/02/2023 04:02:06 pm","","-89"
"06/02/2023 04:01:55 pm","11.5","-85"
"06/02/2023 04:01:44 pm","11.5",""
"06/02/2023 04:01:44 pm","","-87"
"06/02/2023 04:01:33 pm","7.5","-77"
"06/02/2023 04:01:11 pm","11","-89"
"06/02/2023 04:01:00 pm","11.2","-91"
"06/02/2023 04:00:49 pm","9.8",""
"06/02/2023 04:00:49 pm","","-87"
"06/02/2023 04:00:27 pm","9.5","-86"
"06/02/2023 04:00:16 pm","10.8","-89"
"06/02/2023 03:59:54 pm","8","-89"
"06/02/2023 03:59:43 pm","8",""
"06/02/2023 03:59:43 pm","","-88"
"06/02/2023 03:59:32 pm","11","-79"
"06/02/2023 03:59:22 pm","9","-85"
"06/01/2023 03:10:19 pm","8.2","-87"
"06/01/2023 03:09:46 pm","10.5",""
"06/01/2023 03:09:46 pm","","-95"
"06/01/2023 03:09:35 pm","5","-87"
"06/01/2023 03:09:13 pm","10.2","-90"
"06/01/2023 03:09:02 pm","10.2",""
"06/01/2023 03:09:02 pm","","-89"
"06/01/2023 03:08:51 pm","9.2","-90"
"06/01/2023 03:08:29 pm","4.8","-91"
"06/01/2023 03:08:18 pm","10","-87"
"06/01/2023 03:08:07 pm","3.8","-87"
"06/01/2023 03:07:45 pm","10.5",""
"06/01/2023 03:07:45 pm","","-90"
"06/01/2023 03:07:34 pm","9.8","-85"
"06/01/2023 03:07:23 pm","6.5","-93"
"06/01/2023 03:07:01 pm","7.2",""
"06/01/2023 03:07:01 pm","","-91"
"06/01/2023 03:06:50 pm","11.5","-93"
"06/01/2023 03:06:39 pm","8",""
"06/01/2023 03:06:39 pm","","-91"
"06/01/2023 03:06:17 pm","11.2",""
"06/01/2023 03:06:17 pm","","-91"
"06/01/2023 03:06:06 pm","7.8",""
"06/01/2023 03:06:06 pm","","-90"
"06/01/2023 03:05:55 pm","5",""
"06/01/2023 03:05:55 pm","","-97"
"06/01/2023 03:05:44 pm","11","-91"
"06/01/2023 03:05:33 pm","9","-88"
"06/01/2023 03:05:22 pm","10.8",""
"06/01/2023 03:05:22 pm","","-85"
"06/01/2023 03:04:49 pm","10.8","-91"
"06/01/2023 03:04:37 pm","8.2",""
"06/01/2023 03:04:37 pm","","-93"
"06/01/2023 03:04:26 pm","3",""
"06/01/2023 03:04:26 pm","","-91"
"06/01/2023 03:04:15 pm","9.2","-89"
"06/01/2023 03:04:04 pm","7.5",""
"06/01/2023 03:04:04 pm","","-90"
"06/01/2023 03:03:42 pm","10.5","-90"
"06/01/2023 03:03:20 pm","5.2",""
"06/01/2023 03:03:20 pm","","-88"
"06/01/2023 03:03:09 pm","10.5","-93"
"06/01/2023 03:02:58 pm","7",""
"06/01/2023 03:02:58 pm","","-90"
"06/01/2023 03:02:47 pm","9.5",""
"06/01/2023 03:02:47 pm","","-90"
"06/01/2023 03:02:25 pm","6.8","-90"
"06/01/2023 03:02:14 pm","8.5","-90"
"06/01/2023 03:01:52 pm","10.5",""
"06/01/2023 03:01:52 pm","","-91"
"06/01/2023 03:01:41 pm","7.2","-88"
"06/01/2023 03:01:30 pm","9.8","-88"
"06/01/2023 03:01:08 pm","4.2","-89"
"06/01/2023 03:00:58 pm","8.2",""
"06/01/2023 03:00:58 pm","","-90"
"06/01/2023 02:39:33 pm","8","-95"
"06/01/2023 02:39:22 pm","0.2","-96"
"06/01/2023 02:38:49 pm","9.8","-93"
"06/01/2023 02:38:05 pm","9.8","-91"
"06/01/2023 02:37:54 pm","-2","-91"
"06/01/2023 02:37:43 pm","8.2",""
"06/01/2023 02:37:43 pm","","-94"
"06/01/2023 02:37:10 pm","10.2","-91"
"06/01/2023 02:36:59 pm","10",""
"06/01/2023 02:36:59 pm","","-94"
"06/01/2023 02:36:48 pm","1.8","-91"
"06/01/2023 02:36:27 pm","5","-88"
"06/01/2023 02:22:29 pm","","-87"
"06/01/2023 02:22:18 pm","6.8",""
"06/01/2023 02:22:18 pm","","-87"
"06/01/2023 02:21:56 pm","9.2","-85"
"06/01/2023 02:21:45 pm","9.8",""
"06/01/2023 02:21:45 pm","","-85"
"06/01/2023 02:21:23 pm","9.2",""
"06/01/2023 02:21:23 pm","","-87"
"06/01/2023 02:21:12 pm","9.8","-85"
"06/01/2023 02:21:01 pm","7.8","-85"
"06/01/2023 02:20:39 pm","9",""
"06/01/2023 02:20:39 pm","","-87"
"06/01/2023 02:20:28 pm","9.2",""
"06/01/2023 02:20:28 pm","","-88"
"06/01/2023 02:20:18 pm","9.5","-85"
"06/01/2023 02:19:45 pm","9.5","-87"
"06/01/2023 02:19:33 pm","5",""
"06/01/2023 02:19:33 pm","","-89"
"06/01/2023 02:19:22 pm","9","-85"
"06/01/2023 02:19:11 pm","-6.2","-89"
"06/01/2023 02:19:00 pm","7.2","-88"
"06/01/2023 02:18:49 pm","9.5",""
"06/01/2023 02:18:49 pm","","-89"
"06/01/2023 02:18:38 pm","10","-87"
"06/01/2023 02:18:16 pm","7.2","-85"
"06/01/2023 02:17:54 pm","9.8","-85"
"06/01/2023 02:17:43 pm","9.8","-90"
"06/01/2023 02:17:21 pm","9.2",""
"06/01/2023 02:17:21 pm","","-87"
"06/01/2023 02:17:10 pm","9.2",""
"06/01/2023 02:17:10 pm","","-87"
"06/01/2023 02:16:59 pm","9","-87"
"06/01/2023 02:16:48 pm","5.5",""
"06/01/2023 02:16:48 pm","","-87"
"06/01/2023 02:16:37 pm","7.5","-85"
"06/01/2023 02:16:15 pm","9.2",""
"06/01/2023 02:16:15 pm","","-87"
"06/01/2023 02:15:53 pm","-0.8",""
"06/01/2023 02:15:53 pm","","-81"
"06/01/2023 02:15:42 pm","7.2","-86"
"06/01/2023 02:15:31 pm","8","-84"
"06/01/2023 02:15:20 pm","7.8","-85"
"06/01/2023 02:15:09 pm","7.2","-85"
"06/01/2023 02:14:36 pm","2.8","-85"
"06/01/2023 02:14:25 pm","10",""
"06/01/2023 02:14:25 pm","","-84"
"06/01/2023 02:14:14 pm","8.8",""
"06/01/2023 02:14:14 pm","","-85"
"06/01/2023 02:13:52 pm","6.2","-91"
"06/01/2023 02:13:41 pm","7","-89"
"06/01/2023 02:13:30 pm","5.2",""
"06/01/2023 02:13:30 pm","","-90"
"06/01/2023 02:13:08 pm","8.5",""
"06/01/2023 02:13:08 pm","","-87"
"06/01/2023 02:12:57 pm","9.5",""
"06/01/2023 02:12:57 pm","","-87"
"06/01/2023 02:12:35 pm","9.5","-89"
"06/01/2023 02:12:13 pm","8",""
"06/01/2023 02:12:13 pm","","-85"
"06/01/2023 02:12:02 pm","8.8","-86"
"06/01/2023 02:11:51 pm","6.2",""
"06/01/2023 02:11:51 pm","","-86"
"06/01/2023 02:11:40 pm","9.2","-88"
"06/01/2023 02:11:29 pm","11.2",""
"06/01/2023 02:11:29 pm","","-89"
"06/01/2023 02:11:18 pm","9.2",""
"06/01/2023 02:11:18 pm","","-88"
"06/01/2023 02:10:45 pm","11.2",""
"06/01/2023 02:10:45 pm","","-85"
"06/01/2023 02:10:34 pm","11.8",""
"06/01/2023 02:10:34 pm","","-85"
"06/01/2023 02:10:23 pm","11.2",""
"06/01/2023 02:10:23 pm","","-93"
"06/01/2023 02:10:12 pm","8.2",""
"06/01/2023 02:10:12 pm","","-88"
"06/01/2023 02:10:01 pm","9.2",""
"06/01/2023 02:10:01 pm","","-87"
"06/01/2023 02:09:39 pm","8.2",""
"06/01/2023 02:09:39 pm","","-89"
"06/01/2023 02:09:28 pm","8.2",""
"06/01/2023 02:09:28 pm","","-87"
"06/01/2023 02:09:17 pm","9.5",""
"06/01/2023 02:09:17 pm","","-87"
"06/01/2023 02:09:06 pm","10",""
"06/01/2023 02:09:06 pm","","-88"
"06/01/2023 02:08:55 pm","9.2",""
"06/01/2023 02:08:55 pm","","-85"
"06/01/2023 02:08:33 pm","8.2","-93"
"06/01/2023 02:08:22 pm","8.5","-89"
"06/01/2023 02:08:00 pm","9.2",""
"06/01/2023 02:08:00 pm","","-89"
"06/01/2023 02:07:49 pm","3","-89"
"06/01/2023 02:07:38 pm","10.5","-87"
"06/01/2023 02:07:27 pm","9.5",""
"06/01/2023 02:07:27 pm","","-87"
"06/01/2023 02:07:05 pm","9",""
"06/01/2023 02:07:05 pm","","-87"
"06/01/2023 02:06:43 pm","10","-89"
"06/01/2023 02:06:32 pm","-2","-83"
